epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
105,3626.88,0.85082,0.76396,1.1001,0.83411,0.7314,0.80556,0.59548,1.13003,0.90229,1.30378,0.0007352,0.0007352,0.0007352
106,3663.89,0.8523,0.75852,1.10211,0.8359,0.73208,0.74069,0.59895,1.08609,0.88463,1.27664,0.00073025,0.00073025,0.00073025
107,3699.94,0.91637,0.81332,1.14146,0.91589,0.73333,0.7423,0.60698,1.10928,0.85385,1.31292,0.0007253,0.0007253,0.0007253
108,3736.83,0.93649,0.89512,1.16614,0.93982,0.72882,0.79989,0.61596,1.09933,0.855,1.32428,0.00072035,0.00072035,0.00072035
109,3773.42,0.87519,0.77139,1.11451,0.95119,0.72877,0.76768,0.6053,1.09312,0.83614,1.30316,0.0007154,0.0007154,0.0007154
110,3809.63,0.85582,0.72148,1.09699,0.93074,0.70363,0.7568,0.57274,1.13545,0.76134,1.30175,0.00071045,0.00071045,0.00071045
111,3845.32,0.856,0.7634,1.11018,0.87848,0.69609,0.75787,0.59458,1.0434,0.8283,1.25007,0.0007055,0.0007055,0.0007055
112,3881.03,0.81688,0.71806,1.09106,0.8961,0.72642,0.73945,0.57878,1.04894,0.90595,1.24141,0.00070055,0.00070055,0.00070055
113,3917.89,0.87442,0.78339,1.11378,0.94317,0.68333,0.72601,0.58361,0.98077,0.89053,1.19335,0.0006956,0.0006956,0.0006956
114,3954,0.83498,0.73366,1.08233,0.95282,0.70339,0.73703,0.59887,0.98299,0.85812,1.17434,0.00069065,0.00069065,0.00069065
115,3990.88,0.83295,0.72853,1.09538,0.75261,0.73333,0.73735,0.58583,0.99896,0.88552,1.21216,0.0006857,0.0006857,0.0006857
116,4028.38,0.84992,0.77495,1.09174,0.8488,0.72823,0.80032,0.59975,0.98608,0.77531,1.22307,0.00068075,0.00068075,0.00068075
117,4065.91,0.85635,0.73166,1.09325,0.94576,0.73333,0.74562,0.60666,0.96652,0.75787,1.28337,0.0006758,0.0006758,0.0006758
118,4102.79,0.86674,0.76315,1.11675,0.95663,0.73333,0.82518,0.63342,0.96096,0.76453,1.26947,0.00067085,0.00067085,0.00067085
119,4138.66,0.82922,0.72538,1.09619,0.92071,0.82364,0.8726,0.63555,1.0409,0.74562,1.30864,0.0006659,0.0006659,0.0006659
120,4175.07,0.81628,0.69955,1.07909,0.90977,0.73333,0.82463,0.59763,1.13888,0.73667,1.34322,0.00066095,0.00066095,0.00066095
121,4208.09,0.81186,0.7341,1.09242,0.87961,0.73333,0.8164,0.56188,1.16583,0.74961,1.33179,0.000656,0.000656,0.000656
122,4243.26,0.81684,0.72268,1.10048,0.89723,0.73333,0.81781,0.57546,1.09037,0.73982,1.34249,0.00065105,0.00065105,0.00065105
123,4279.88,0.75989,0.69686,1.06979,0.86619,0.73333,0.81936,0.59239,0.98651,0.74124,1.31401,0.0006461,0.0006461,0.0006461
124,4316.22,0.81156,0.70979,1.07519,0.78077,0.85833,0.8194,0.60283,1.07005,0.82932,1.39501,0.00064115,0.00064115,0.00064115
125,4352.02,0.79596,0.71442,1.06983,0.80331,0.85833,0.80564,0.58838,1.1366,0.88136,1.46934,0.0006362,0.0006362,0.0006362
126,4389.81,0.81375,0.6995,1.07454,0.77965,0.85833,0.80778,0.58302,1.11727,0.82971,1.41363,0.00063125,0.00063125,0.00063125
127,4424.16,0.81985,0.71593,1.07595,0.9433,0.72732,0.78443,0.57041,1.22229,0.85352,1.48336,0.0006263,0.0006263,0.0006263
128,4446.76,0.76613,0.66713,1.06422,0.9385,0.73333,0.73629,0.582,1.22903,0.92593,1.49735,0.00062135,0.00062135,0.00062135
129,4475.89,0.82707,0.73257,1.07071,0.94868,0.73333,0.73783,0.56928,1.22101,0.82137,1.46927,0.0006164,0.0006164,0.0006164
130,4511.96,0.78963,0.72119,1.06999,0.95268,0.70916,0.75225,0.56161,1.19629,0.75781,1.42483,0.00061145,0.00061145,0.00061145
131,4548.29,0.75823,0.68603,1.04018,0.90379,0.69564,0.73985,0.58021,1.0599,0.69184,1.34711,0.0006065,0.0006065,0.0006065
